"열린동물병원","대구광역시 동구 아양로 17 (신암동)","952-7227",
"조재진동물병원","인천광역시 부평구 원적로 409 (산곡동)","032-518-3800",
"짱구네동물병원","인천광역시 부평구 평천로 356 (갈산동, 민상빌딩)","032-511-5515",
"도그앤캣동물병원","인천광역시 부평구 경원대로 1355 (부평동)","032-524-0075",
"서울종합동물병원","인천광역시 부평구 굴포로 42 (갈산동)","032-508-7571",
"튼튼동물병원","인천광역시 부평구 마장로 489, 2층 2113~2114호 (청천동, 아이즈빌아울렛)","032-270-2727",
"동수사랑동물병원","인천광역시 부평구 경인로 887, 203호 (부평동, 롯데아이원)","344-5554",
"24시쥬라기동물병원","인천광역시 부평구 부흥로 388 (부개동)","504-7582",
"늘푸른동물병원","인천광역시 부평구 후정동로 60, 107호 (삼산동)","507-0075",
"리치동물병원","인천광역시 부평구 부평북로 446, 101호 (삼산동, 우리빌딩)","507-1110",
"펫사랑동물병원","인천광역시 부평구 마장로 256, 102호 (산곡동)","521-0003",
"예동물병원","인천광역시 부평구 길주로 623, 131~132호 (삼산동)","363-2022",
"한스동물병원","인천광역시 부평구 주부토로 66 (부평동)","517-7756",
"펫가든 동물병원","인천광역시 부평구 길주로 623, 207호 (삼산동)","363-2329",
"페트로동물병원","인천광역시 부평구 경원대로 1250 (산곡동)","517-7582",
"범일","대구광역시 수성구 동대구로 207 (황금동)","764-8585",
"수정동물병원","대구광역시 수성구 파동로 242 (파동)","763-5645",
"범어동물병원","대구광역시 수성구 범어로 118 (범어동)","751-9323",
"만촌동물병원","대구광역시 수성구 국채보상로 1068 (만촌동)","753-3545",
"시지동물병원","대구광역시 수성구 달구벌대로 3014 (시지동)","791-5945",
"정동물병원","대구광역시 수성구 지산로 41 (지산동)","781-6566",
"신세계동물병원","대구광역시 수성구 명덕로 393 (수성동1가)","751-6693",
"지산동물병원","대구광역시 수성구 지범로 89 (지산동)","784-2483",
"사랑동물병원","대구광역시 수성구 달구벌대로 2259 (수성동4가)","742-4810",
"선동물병원","대구광역시 수성구 화랑로 102 (만촌동)","746-0031",
"도그앤캣동물병원","인천광역시 부평구 경원대로 1355 (부평동)","032-524-0075",
"서울종합동물병원","인천광역시 부평구 굴포로 42 (갈산동)","032-508-7571",
"튼튼동물병원","인천광역시 부평구 마장로 489, 2층 2113~2114호 (청천동, 아이즈빌아울렛)","032-270-2727",
"동수사랑동물병원","인천광역시 부평구 경인로 887, 203호 (부평동, 롯데아이원)","344-5554",
"24시쥬라기동물병원","인천광역시 부평구 부흥로 388 (부개동)","504-7582",
"늘푸른동물병원","인천광역시 부평구 후정동로 60, 107호 (삼산동)","507-0075",
"리치동물병원","인천광역시 부평구 부평북로 446, 101호 (삼산동, 우리빌딩)","507-1110",
"펫사랑동물병원","인천광역시 부평구 마장로 256, 102호 (산곡동)","521-0003",
"예동물병원","인천광역시 부평구 길주로 623, 131~132호 (삼산동)","363-2022",
"한스동물병원","인천광역시 부평구 주부토로 66 (부평동)","517-7756",
"펫가든 동물병원","인천광역시 부평구 길주로 623, 207호 (삼산동)","363-2329",
"페트로동물병원","인천광역시 부평구 경원대로 1250 (산곡동)","517-7582",
"범일","대구광역시 수성구 동대구로 207 (황금동)","764-8585",
"수정동물병원","대구광역시 수성구 파동로 242 (파동)","763-5645",
"범어동물병원","대구광역시 수성구 범어로 118 (범어동)","751-9323",
"만촌동물병원","대구광역시 수성구 국채보상로 1068 (만촌동)","753-3545",
"시지동물병원","대구광역시 수성구 달구벌대로 3014 (시지동)","791-5945",
"정동물병원","대구광역시 수성구 지산로 41 (지산동)","781-6566",
"신세계동물병원","대구광역시 수성구 명덕로 393 (수성동1가)","751-6693",
"지산동물병원","대구광역시 수성구 지범로 89 (지산동)","784-2483",
"사랑동물병원","대구광역시 수성구 달구벌대로 2259 (수성동4가)","742-4810",
"선동물병원","대구광역시 수성구 화랑로 102 (만촌동)","746-0031",
"나라동물병원","대구광역시 수성구 수성로 293 (수성동1가)","766-9350",
"제일동물병원","대구광역시 수성구 달구벌대로454길 3 (수성동1가)","755-0516",
"두산메디펫동물병원","대구광역시 수성구 동대구로 24 (지산동)","761-8875",
"보현동물병원","대구광역시 수성구 청호로 413 (범어동)","746-7578",
"금강동물병원","대구광역시 수성구 동원로 150 (만촌동)","746-7111",
"제니스동물병원","대구광역시 수성구 달구벌대로 2475 (범어동)","053-756-8290",
"예일동물병원","대구광역시 수성구 지산로 55-1 (지산동)","783-1717",
"캣츠&독스동물병원","대구광역시 수성구 달구벌대로 2287-1, 77호 (수성동4가)","759-8575",
"예동물병원","인천광역시 부평구 길주로 623, 131~132호 (삼산동)","363-2022",
"한스동물병원","인천광역시 부평구 주부토로 66 (부평동)","517-7756",
"펫가든 동물병원","인천광역시 부평구 길주로 623, 207호 (삼산동)","363-2329",
"페트로동물병원","인천광역시 부평구 경원대로 1250 (산곡동)","517-7582",
"범일","대구광역시 수성구 동대구로 207 (황금동)","764-8585",
"수정동물병원","대구광역시 수성구 파동로 242 (파동)","763-5645",
"범어동물병원","대구광역시 수성구 범어로 118 (범어동)","751-9323",
"만촌동물병원","대구광역시 수성구 국채보상로 1068 (만촌동)","753-3545",
"시지동물병원","대구광역시 수성구 달구벌대로 3014 (시지동)","791-5945",
"정동물병원","대구광역시 수성구 지산로 41 (지산동)","781-6566",
"신세계동물병원","대구광역시 수성구 명덕로 393 (수성동1가)","751-6693",
"지산동물병원","대구광역시 수성구 지범로 89 (지산동)","784-2483",
"사랑동물병원","대구광역시 수성구 달구벌대로 2259 (수성동4가)","742-4810",
"선동물병원","대구광역시 수성구 화랑로 102 (만촌동)","746-0031",
"나라동물병원","대구광역시 수성구 수성로 293 (수성동1가)","766-9350",
"제일동물병원","대구광역시 수성구 달구벌대로454길 3 (수성동1가)","755-0516",
"두산메디펫동물병원","대구광역시 수성구 동대구로 24 (지산동)","761-8875",
"보현동물병원","대구광역시 수성구 청호로 413 (범어동)","746-7578",
"금강동물병원","대구광역시 수성구 동원로 150 (만촌동)","746-7111",
"제니스동물병원","대구광역시 수성구 달구벌대로 2475 (범어동)","053-756-8290",
"예일동물병원","대구광역시 수성구 지산로 55-1 (지산동)","783-1717",
"캣츠&독스동물병원","대구광역시 수성구 달구벌대로 2287-1, 77호 (수성동4가)","759-8575",
"이수의과동물병원","대구광역시 수성구 지범로 69 (지산동)","782-7355",
"허동물병원","대구광역시 수성구 명덕로 421, 4호 (수성동2가)","752-7535",
"수성동물병원","대구광역시 수성구 수성로 151 (중동)","763-8855",
"올펫 동물병원","대구광역시 수성구 수성로 85 (상동)","764-7582",
"다원 동물병원","대구광역시 수성구 달구벌대로 3258 (신매동)","792-0788",
"메트로 동물병원","대구광역시 수성구 국채보상로 1006 (만촌동)","755-8355",
"리즈 동물병원","대구광역시 수성구 들안로 50 (두산동)","053-764-8275",
"대구동물메디컬센터","대구광역시 수성구 동대구로 36 (지산동)","053-765-7877",
"시지동물병원","대구광역시 수성구 달구벌대로 3014 (시지동)","791-5945",
"정동물병원","대구광역시 수성구 지산로 41 (지산동)","781-6566",
"신세계동물병원","대구광역시 수성구 명덕로 393 (수성동1가)","751-6693",
"지산동물병원","대구광역시 수성구 지범로 89 (지산동)","784-2483",
"사랑동물병원","대구광역시 수성구 달구벌대로 2259 (수성동4가)","742-4810",
"선동물병원","대구광역시 수성구 화랑로 102 (만촌동)","746-0031",
"나라동물병원","대구광역시 수성구 수성로 293 (수성동1가)","766-9350",
"제일동물병원","대구광역시 수성구 달구벌대로454길 3 (수성동1가)","755-0516",
"두산메디펫동물병원","대구광역시 수성구 동대구로 24 (지산동)","761-8875",
"보현동물병원","대구광역시 수성구 청호로 413 (범어동)","746-7578",
"금강동물병원","대구광역시 수성구 동원로 150 (만촌동)","746-7111",
"제니스동물병원","대구광역시 수성구 달구벌대로 2475 (범어동)","053-756-8290",
"예일동물병원","대구광역시 수성구 지산로 55-1 (지산동)","783-1717",
"캣츠&독스동물병원","대구광역시 수성구 달구벌대로 2287-1, 77호 (수성동4가)","759-8575",
"이수의과동물병원","대구광역시 수성구 지범로 69 (지산동)","782-7355",
"허동물병원","대구광역시 수성구 명덕로 421, 4호 (수성동2가)","752-7535",
"수성동물병원","대구광역시 수성구 수성로 151 (중동)","763-8855",
"올펫 동물병원","대구광역시 수성구 수성로 85 (상동)","764-7582",
"다원 동물병원","대구광역시 수성구 달구벌대로 3258 (신매동)","792-0788",
"메트로 동물병원","대구광역시 수성구 국채보상로 1006 (만촌동)","755-8355",
"리즈 동물병원","대구광역시 수성구 들안로 50 (두산동)","053-764-8275",
"대구동물메디컬센터","대구광역시 수성구 동대구로 36 (지산동)","053-765-7877",
"베트문동물병원","대구광역시 수성구 지범로39길 11 (범물동)","053-784-9971",
"조은동물의료원","대구광역시 수성구 달구벌대로 2562-1 (만촌동)","053-742-0075",
"멘토동물병원","대구광역시 수성구 용학로 294 (범물동, 덕암빌딩 2층)","053-291-7579",
"한내동물병원","대구광역시 수성구 명덕로 477, 101동 111호 (범어동, 범어쌍용예가)",
"퍼스트동물병원","대구광역시 수성구 지범로 73 (지산동)","053-782-7580",
"세인트동물병원","대구광역시 수성구 청호로 484 (만촌동)","053-744-8285",
"그랜드벳동물병원","대구광역시 수성구 달구벌대로 3249 (신매동)","053-794-7975",
"y동물병원","대구광역시 수성구 달구벌대로 3116-1, 1층 (시지동)","053-791-7532",
"두산메디펫동물병원","대구광역시 수성구 동대구로 24 (지산동)","761-8875",
"보현동물병원","대구광역시 수성구 청호로 413 (범어동)","746-7578",
"금강동물병원","대구광역시 수성구 동원로 150 (만촌동)","746-7111",
"제니스동물병원","대구광역시 수성구 달구벌대로 2475 (범어동)","053-756-8290",
"예일동물병원","대구광역시 수성구 지산로 55-1 (지산동)","783-1717",
"캣츠&독스동물병원","대구광역시 수성구 달구벌대로 2287-1, 77호 (수성동4가)","759-8575",
"이수의과동물병원","대구광역시 수성구 지범로 69 (지산동)","782-7355",
"허동물병원","대구광역시 수성구 명덕로 421, 4호 (수성동2가)","752-7535",
"수성동물병원","대구광역시 수성구 수성로 151 (중동)","763-8855",
"올펫 동물병원","대구광역시 수성구 수성로 85 (상동)","764-7582",
"다원 동물병원","대구광역시 수성구 달구벌대로 3258 (신매동)","792-0788",
"메트로 동물병원","대구광역시 수성구 국채보상로 1006 (만촌동)","755-8355",
"리즈 동물병원","대구광역시 수성구 들안로 50 (두산동)","053-764-8275",
"대구동물메디컬센터","대구광역시 수성구 동대구로 36 (지산동)","053-765-7877",
"베트문동물병원","대구광역시 수성구 지범로39길 11 (범물동)","053-784-9971",
"조은동물의료원","대구광역시 수성구 달구벌대로 2562-1 (만촌동)","053-742-0075",
"멘토동물병원","대구광역시 수성구 용학로 294 (범물동, 덕암빌딩 2층)","053-291-7579",
"한내동물병원","대구광역시 수성구 명덕로 477, 101동 111호 (범어동, 범어쌍용예가)",
"퍼스트동물병원","대구광역시 수성구 지범로 73 (지산동)","053-782-7580",
"세인트동물병원","대구광역시 수성구 청호로 484 (만촌동)","053-744-8285",
"그랜드벳동물병원","대구광역시 수성구 달구벌대로 3249 (신매동)","053-794-7975",
"y동물병원","대구광역시 수성구 달구벌대로 3116-1, 1층 (시지동)","053-791-7532",
"로얄동물병원","대구광역시 수성구 들안로 412 (범어동)","742-7275",
"곰아저씨 동물병원","대구광역시 수성구 들안로 354 (수성동4가)","746-5575",
"예스동물병원","대구광역시 수성구 동대구로 207 (황금동)",
"에피소드 동물병원","대구광역시 수성구 달구벌대로 2660 (만촌동)",
"따뜻한 on동물병원","대구광역시 수성구 달구벌대로 2367 (수성동4가)",
"페테리안동물병원","경기도 하남시 미사강변대로226번길 48, 201호 (망월동, 에이플러스구산프라자)","031-790-0306",
"해오름동물병원","경기도 파주시 문산읍 당동2로 11, 104호","031-953-7587",
"삼성동물병원","경상북도 포항시 북구 흥해읍 중성로 50",
"수성동물병원","대구광역시 수성구 수성로 151 (중동)","763-8855",
"올펫 동물병원","대구광역시 수성구 수성로 85 (상동)","764-7582",
"다원 동물병원","대구광역시 수성구 달구벌대로 3258 (신매동)","792-0788",
"메트로 동물병원","대구광역시 수성구 국채보상로 1006 (만촌동)","755-8355",
"리즈 동물병원","대구광역시 수성구 들안로 50 (두산동)","053-764-8275",
"대구동물메디컬센터","대구광역시 수성구 동대구로 36 (지산동)","053-765-7877",
"베트문동물병원","대구광역시 수성구 지범로39길 11 (범물동)","053-784-9971",
"조은동물의료원","대구광역시 수성구 달구벌대로 2562-1 (만촌동)","053-742-0075",
"멘토동물병원","대구광역시 수성구 용학로 294 (범물동, 덕암빌딩 2층)","053-291-7579",
"한내동물병원","대구광역시 수성구 명덕로 477, 101동 111호 (범어동, 범어쌍용예가)",
"퍼스트동물병원","대구광역시 수성구 지범로 73 (지산동)","053-782-7580",
"세인트동물병원","대구광역시 수성구 청호로 484 (만촌동)","053-744-8285",
"그랜드벳동물병원","대구광역시 수성구 달구벌대로 3249 (신매동)","053-794-7975",
"y동물병원","대구광역시 수성구 달구벌대로 3116-1, 1층 (시지동)","053-791-7532",
"로얄동물병원","대구광역시 수성구 들안로 412 (범어동)","742-7275",
"곰아저씨 동물병원","대구광역시 수성구 들안로 354 (수성동4가)","746-5575",
"예스동물병원","대구광역시 수성구 동대구로 207 (황금동)",
"에피소드 동물병원","대구광역시 수성구 달구벌대로 2660 (만촌동)",
"따뜻한 on동물병원","대구광역시 수성구 달구벌대로 2367 (수성동4가)",
"페테리안동물병원","경기도 하남시 미사강변대로226번길 48, 201호 (망월동, 에이플러스구산프라자)","031-790-0306",
"해오름동물병원","경기도 파주시 문산읍 당동2로 11, 104호","031-953-7587",
"삼성동물병원","경상북도 포항시 북구 흥해읍 중성로 50",
"이삭동물병원","서울특별시 서초구 방배천로8길 34, 1층 (방배동)","02-3472-1188",
"제천 그레이스 동물병원","충청북도 제천시 죽하로 5, 1층 (장락동)",
"서울동물복지지원센터 동물병원","서울특별시 마포구 매봉산로 31 (상암동, S-PLEXCENTER 지하1층)","02-2124-2832",
"죽전TNR동물병원","경기도 용인시 처인구 모현면 대지로 407","031-322-7586",
"더프라임종합동물병원","부산광역시 수영구 수영로 404, 2층 (남천동)","051-625-2345",
"펫인쥬동물병원","경기도 의정부시 호국로1310번길 44, 2층 (의정부동)","031-858-2500",
"신촌동물병원","서울특별시 마포구 신촌로 108, 1층 (노고산동)","027041800",
"초원동물병원","충청남도 부여군 규암면 계백로 10, 3층",
"멘토동물병원","대구광역시 수성구 용학로 294 (범물동, 덕암빌딩 2층)","053-291-7579",
"한내동물병원","대구광역시 수성구 명덕로 477, 101동 111호 (범어동, 범어쌍용예가)",
"퍼스트동물병원","대구광역시 수성구 지범로 73 (지산동)","053-782-7580",
"세인트동물병원","대구광역시 수성구 청호로 484 (만촌동)","053-744-8285",
"그랜드벳동물병원","대구광역시 수성구 달구벌대로 3249 (신매동)","053-794-7975",
"y동물병원","대구광역시 수성구 달구벌대로 3116-1, 1층 (시지동)","053-791-7532",
"로얄동물병원","대구광역시 수성구 들안로 412 (범어동)","742-7275",
"곰아저씨 동물병원","대구광역시 수성구 들안로 354 (수성동4가)","746-5575",
"예스동물병원","대구광역시 수성구 동대구로 207 (황금동)",
"에피소드 동물병원","대구광역시 수성구 달구벌대로 2660 (만촌동)",
"따뜻한 on동물병원","대구광역시 수성구 달구벌대로 2367 (수성동4가)",
"페테리안동물병원","경기도 하남시 미사강변대로226번길 48, 201호 (망월동, 에이플러스구산프라자)","031-790-0306",
"해오름동물병원","경기도 파주시 문산읍 당동2로 11, 104호","031-953-7587",
"삼성동물병원","경상북도 포항시 북구 흥해읍 중성로 50",
"이삭동물병원","서울특별시 서초구 방배천로8길 34, 1층 (방배동)","02-3472-1188",
"제천 그레이스 동물병원","충청북도 제천시 죽하로 5, 1층 (장락동)",
"서울동물복지지원센터 동물병원","서울특별시 마포구 매봉산로 31 (상암동, S-PLEXCENTER 지하1층)","02-2124-2832",
"죽전TNR동물병원","경기도 용인시 처인구 모현면 대지로 407","031-322-7586",
"더프라임종합동물병원","부산광역시 수영구 수영로 404, 2층 (남천동)","051-625-2345",
"펫인쥬동물병원","경기도 의정부시 호국로1310번길 44, 2층 (의정부동)","031-858-2500",
"신촌동물병원","서울특별시 마포구 신촌로 108, 1층 (노고산동)","027041800",
"초원동물병원","충청남도 부여군 규암면 계백로 10, 3층",
"동물에 반하다 동물병원","인천광역시 서구 크리스탈로102번길 22, 101, 102호 (경서동)",
"쿨펫동물병원(가좌점)","인천광역시 서구 가정로151번길 11 (가좌동)","5760045",
"전포NC동물병원","부산광역시 부산진구 전포대로 206-1, 1층 (전포동)","802-1100,010-9513-21",
"소담동물병원","광주광역시 북구 하서로 652-6, 103호 (지야동)","062-574-8276",
"사랑동물병원","울산광역시 남구 중앙로 165-1 (신정동)","273-0075",
"현대동물병원","울산광역시 남구 수암로149번길 2 (야음동)","257-3669",
"신정종합동물병원","울산광역시 남구 문수로 476 (신정동)","258-2520",
"미래펫동물병원","울산광역시 남구 중앙로 218-1 (신정동)","273-5911",
"예스동물병원","대구광역시 수성구 동대구로 207 (황금동)",
"에피소드 동물병원","대구광역시 수성구 달구벌대로 2660 (만촌동)",
"따뜻한 on동물병원","대구광역시 수성구 달구벌대로 2367 (수성동4가)",
"페테리안동물병원","경기도 하남시 미사강변대로226번길 48, 201호 (망월동, 에이플러스구산프라자)","031-790-0306",
"해오름동물병원","경기도 파주시 문산읍 당동2로 11, 104호","031-953-7587",
"삼성동물병원","경상북도 포항시 북구 흥해읍 중성로 50",
"이삭동물병원","서울특별시 서초구 방배천로8길 34, 1층 (방배동)","02-3472-1188",
"제천 그레이스 동물병원","충청북도 제천시 죽하로 5, 1층 (장락동)",
"서울동물복지지원센터 동물병원","서울특별시 마포구 매봉산로 31 (상암동, S-PLEXCENTER 지하1층)","02-2124-2832",
"죽전TNR동물병원","경기도 용인시 처인구 모현면 대지로 407","031-322-7586",
"더프라임종합동물병원","부산광역시 수영구 수영로 404, 2층 (남천동)","051-625-2345",
"펫인쥬동물병원","경기도 의정부시 호국로1310번길 44, 2층 (의정부동)","031-858-2500",
"신촌동물병원","서울특별시 마포구 신촌로 108, 1층 (노고산동)","027041800",
"초원동물병원","충청남도 부여군 규암면 계백로 10, 3층",
"동물에 반하다 동물병원","인천광역시 서구 크리스탈로102번길 22, 101, 102호 (경서동)",
"쿨펫동물병원(가좌점)","인천광역시 서구 가정로151번길 11 (가좌동)","5760045",
"전포NC동물병원","부산광역시 부산진구 전포대로 206-1, 1층 (전포동)","802-1100,010-9513-21",
"소담동물병원","광주광역시 북구 하서로 652-6, 103호 (지야동)","062-574-8276",
"사랑동물병원","울산광역시 남구 중앙로 165-1 (신정동)","273-0075",
"현대동물병원","울산광역시 남구 수암로149번길 2 (야음동)","257-3669",
"신정종합동물병원","울산광역시 남구 문수로 476 (신정동)","258-2520",
"미래펫동물병원","울산광역시 남구 중앙로 218-1 (신정동)","273-5911",
"리틀쥬동물의료원","울산광역시 남구 봉월로 104 (신정동)","268-8884",
"이승진동물의료센터","울산광역시 남구 삼산로 94 (달동)","258-2516",
"하나동물병원","울산광역시 남구 돋질로 340 (삼산동)","273-7747",
"문수동물병원","울산광역시 남구 북부순환도로 30 (무거동)","223.7582",
"메디펫우리동물병원","울산광역시 남구 번영로 147-1 (달동)","257-7582",
"도그 앤 피플 동물병원","울산광역시 남구 대학로 127, 2층 (무거동)","247-6656",
"남산동물병원","울산광역시 남구 북부순환도로 40 (무거동)","224-8275",
"삼산 동물병원","울산광역시 남구 돋질로 255 (삼산동)","272-2628",
"서울동물복지지원센터 동물병원","서울특별시 마포구 매봉산로 31 (상암동, S-PLEXCENTER 지하1층)","02-2124-2832",
"죽전TNR동물병원","경기도 용인시 처인구 모현면 대지로 407","031-322-7586",
"더프라임종합동물병원","부산광역시 수영구 수영로 404, 2층 (남천동)","051-625-2345",
"펫인쥬동물병원","경기도 의정부시 호국로1310번길 44, 2층 (의정부동)","031-858-2500",
"신촌동물병원","서울특별시 마포구 신촌로 108, 1층 (노고산동)","027041800",
"초원동물병원","충청남도 부여군 규암면 계백로 10, 3층",
"동물에 반하다 동물병원","인천광역시 서구 크리스탈로102번길 22, 101, 102호 (경서동)",
"쿨펫동물병원(가좌점)","인천광역시 서구 가정로151번길 11 (가좌동)","5760045",
"전포NC동물병원","부산광역시 부산진구 전포대로 206-1, 1층 (전포동)","802-1100,010-9513-21",
"소담동물병원","광주광역시 북구 하서로 652-6, 103호 (지야동)","062-574-8276",
"사랑동물병원","울산광역시 남구 중앙로 165-1 (신정동)","273-0075",
"현대동물병원","울산광역시 남구 수암로149번길 2 (야음동)","257-3669",
"신정종합동물병원","울산광역시 남구 문수로 476 (신정동)","258-2520",
"미래펫동물병원","울산광역시 남구 중앙로 218-1 (신정동)","273-5911",
"리틀쥬동물의료원","울산광역시 남구 봉월로 104 (신정동)","268-8884",
"이승진동물의료센터","울산광역시 남구 삼산로 94 (달동)","258-2516",
"하나동물병원","울산광역시 남구 돋질로 340 (삼산동)","273-7747",
"문수동물병원","울산광역시 남구 북부순환도로 30 (무거동)","223.7582",
"메디펫우리동물병원","울산광역시 남구 번영로 147-1 (달동)","257-7582",
"도그 앤 피플 동물병원","울산광역시 남구 대학로 127, 2층 (무거동)","247-6656",
"남산동물병원","울산광역시 남구 북부순환도로 40 (무거동)","224-8275",
"삼산 동물병원","울산광역시 남구 돋질로 255 (삼산동)","272-2628",
"강남동물병원","울산광역시 남구 돋질로 234 (달동)","267-0025",
"Angel-In-Dogs","Animal Hospital","울산광역시 남구 삼산로 104-1, 2층 (달동)","269-6633",
"옥동정철 동물병원","울산광역시 남구 문수로 358 (옥동)","266-0075",
"행복이 가득한 동물병원","울산광역시 남구 삼산로 136 (달동)",
"리더스 동물병원","울산광역시 남구 수암로149번길 9, 101동 102호 (야음동, 대하미르빌 주상복합A)",
"울산광역시 야생동물구조관리센터","울산광역시 남구 대공원로 94 (옥동, 울산대공원내 동물농장)",
"튼튼동물병원","울산광역시 남구 북부순환도로 29, 2,3호 (무거동, 남운산호상가)","274-7975",
"강일웅 동물병원","울산광역시 남구 돋질로 239, 1~2층 (달동)",
"전포NC동물병원","부산광역시 부산진구 전포대로 206-1, 1층 (전포동)","802-1100,010-9513-21",
"소담동물병원","광주광역시 북구 하서로 652-6, 103호 (지야동)","062-574-8276",
"사랑동물병원","울산광역시 남구 중앙로 165-1 (신정동)","273-0075",
"현대동물병원","울산광역시 남구 수암로149번길 2 (야음동)","257-3669",
"신정종합동물병원","울산광역시 남구 문수로 476 (신정동)","258-2520",
"미래펫동물병원","울산광역시 남구 중앙로 218-1 (신정동)","273-5911",
"리틀쥬동물의료원","울산광역시 남구 봉월로 104 (신정동)","268-8884",
"이승진동물의료센터","울산광역시 남구 삼산로 94 (달동)","258-2516",
"하나동물병원","울산광역시 남구 돋질로 340 (삼산동)","273-7747",
"문수동물병원","울산광역시 남구 북부순환도로 30 (무거동)","223.7582",
"메디펫우리동물병원","울산광역시 남구 번영로 147-1 (달동)","257-7582",
"도그 앤 피플 동물병원","울산광역시 남구 대학로 127, 2층 (무거동)","247-6656",
"남산동물병원","울산광역시 남구 북부순환도로 40 (무거동)","224-8275",
"삼산 동물병원","울산광역시 남구 돋질로 255 (삼산동)","272-2628",
"강남동물병원","울산광역시 남구 돋질로 234 (달동)","267-0025",
"Angel-In-Dogs","Animal Hospital","울산광역시 남구 삼산로 104-1, 2층 (달동)","269-6633",
"옥동정철 동물병원","울산광역시 남구 문수로 358 (옥동)","266-0075",
"행복이 가득한 동물병원","울산광역시 남구 삼산로 136 (달동)",
"리더스 동물병원","울산광역시 남구 수암로149번길 9, 101동 102호 (야음동, 대하미르빌 주상복합A)",
"울산광역시 야생동물구조관리센터","울산광역시 남구 대공원로 94 (옥동, 울산대공원내 동물농장)",
"튼튼동물병원","울산광역시 남구 북부순환도로 29, 2,3호 (무거동, 남운산호상가)","274-7975",
"강일웅 동물병원","울산광역시 남구 돋질로 239, 1~2층 (달동)",
"스마일동물병원","울산광역시 남구 대학로 112 (무거동)","277-0075",
"펫하우스 동물병원","울산광역시 남구 남중로 48 (삼산동,이마트울산점 3층)","273-0975",
"울산메디컬동물병원","울산광역시 남구 돋질로 273 (삼산동)","977-7582",
"위즈펫동물병원(롯데마트 울산점)","울산광역시 남구 삼산로 74, 2층 (달동, 롯데마트울산점)","268-3567",
"D&C 동물병원","울산광역시 남구 삼산로 121, 2층 (달동)",
"쿨펫동물병원","울산광역시 남구 수암로 148, 3층 (야음동, 홈플러스)","227-8275",
"울산24시스마트 동물메디컬센터","울산광역시 남구 삼산로 71, 2층 (달동)","707-2475",
"나인동물의료센터","경기도 화성시 동탄면 동탄산척로2가길 5, 1층","031-376-9909",
"하나동물병원","울산광역시 남구 돋질로 340 (삼산동)","273-7747",
"문수동물병원","울산광역시 남구 북부순환도로 30 (무거동)","223.7582",
"메디펫우리동물병원","울산광역시 남구 번영로 147-1 (달동)","257-7582",
"도그 앤 피플 동물병원","울산광역시 남구 대학로 127, 2층 (무거동)","247-6656",
"남산동물병원","울산광역시 남구 북부순환도로 40 (무거동)","224-8275",
"삼산 동물병원","울산광역시 남구 돋질로 255 (삼산동)","272-2628",
"강남동물병원","울산광역시 남구 돋질로 234 (달동)","267-0025",
"Angel-In-Dogs","Animal Hospital","울산광역시 남구 삼산로 104-1, 2층 (달동)","269-6633",
"옥동정철 동물병원","울산광역시 남구 문수로 358 (옥동)","266-0075",
"행복이 가득한 동물병원","울산광역시 남구 삼산로 136 (달동)",
"리더스 동물병원","울산광역시 남구 수암로149번길 9, 101동 102호 (야음동, 대하미르빌 주상복합A)",
"울산광역시 야생동물구조관리센터","울산광역시 남구 대공원로 94 (옥동, 울산대공원내 동물농장)",
"튼튼동물병원","울산광역시 남구 북부순환도로 29, 2,3호 (무거동, 남운산호상가)","274-7975",
"강일웅 동물병원","울산광역시 남구 돋질로 239, 1~2층 (달동)",
"스마일동물병원","울산광역시 남구 대학로 112 (무거동)","277-0075",
"펫하우스 동물병원","울산광역시 남구 남중로 48 (삼산동,이마트울산점 3층)","273-0975",
"울산메디컬동물병원","울산광역시 남구 돋질로 273 (삼산동)","977-7582",
"위즈펫동물병원(롯데마트 울산점)","울산광역시 남구 삼산로 74, 2층 (달동, 롯데마트울산점)","268-3567",
"D&C 동물병원","울산광역시 남구 삼산로 121, 2층 (달동)",
"쿨펫동물병원","울산광역시 남구 수암로 148, 3층 (야음동, 홈플러스)","227-8275",
"울산24시스마트 동물메디컬센터","울산광역시 남구 삼산로 71, 2층 (달동)","707-2475",
"나인동물의료센터","경기도 화성시 동탄면 동탄산척로2가길 5, 1층","031-376-9909",
"삼성동물병원","강원도 동해시 중앙로 158 (천곡동, 영동상사)","033-533-7522",
"쥬쥬동물병원","","033-522-3313",
"필동물병원","","033-534-7178",
"동해동물병원","강원도 동해시 중앙로 214 (천곡동)","033-532-7886",
"동해삼척태백축산업협동조합 동물병원","강원도 삼척시 중앙로 217 (남양동)","573-5031,3",
"두타동물병원","강원도 삼척시 중앙로 245-2 (남양동)","574-0775",
"삼척동물병원","강원도 삼척시 오십천로 470 (정상동)","574-0075",
"강원동물병원","강원도 삼척시 근덕면 삼척로 3443-38",
"옥동정철 동물병원","울산광역시 남구 문수로 358 (옥동)","266-0075",
"행복이 가득한 동물병원","울산광역시 남구 삼산로 136 (달동)",
"리더스 동물병원","울산광역시 남구 수암로149번길 9, 101동 102호 (야음동, 대하미르빌 주상복합A)",
"울산광역시 야생동물구조관리센터","울산광역시 남구 대공원로 94 (옥동, 울산대공원내 동물농장)",
"튼튼동물병원","울산광역시 남구 북부순환도로 29, 2,3호 (무거동, 남운산호상가)","274-7975",
"강일웅 동물병원","울산광역시 남구 돋질로 239, 1~2층 (달동)",
