"압구정웰동물병원","서울특별시 강남구 압구정로 108 (신사동, 덕산빌딩 203호 )","3443-0275",
"아나푸게동물메디컬센터","광주광역시 북구 설죽로 191 (용봉동)","524-3663",
"자연동물병원","광주광역시 북구 황계로 59 (운암동)","521-7582",
"방주동물병원","광주광역시 북구 설죽로 326 (오치동)","268-7989",
"이수동물병원","광주광역시 북구 설죽로 298 (오치동)","251-7582",
"가야동물병원","광주광역시 북구 동문대로 131 (우산동)","251-8597",
"해맑은동물병원","광주광역시 북구 하서로 415 (용두동)","571-7582",
"나래동물병원","광주광역시 북구 북문대로 113 (운암동,영일빌딩 106호)","529-5582",
"종로동물병원","광주광역시 북구 북문대로 154 (운암동)","523-7979",
"코아동물병원","광주광역시 북구 서하로 364 (문흥동)","401-5323",
"일곡동물병원","광주광역시 북구 양일로305번길 8 (일곡동)","571-9114",
"엔젤동물병원","광주광역시 북구 삼정로 95 (두암동)","251-1255",
"광주광역시 우치동물원 동물병원","광주광역시 북구 우치로 677, 1층 (생용동, 우치공원관리사무소)","613-5890",
"우노동물병원","광주광역시 북구 첨단연신로91번길 44 (신용동)","062-576-7093",
"우리동물병원","광주광역시 북구 태봉로 37-6 (임동)",
"공감동물병원","서울특별시 강서구 마곡중앙로 36, 상가동 103호 (마곡동, 마곡엠밸리15단지)","2666-0829",
"노아동물병원","광주광역시 남구 대남대로 407 (월산동)","062-363-4860",
"최광호동물병원","광주광역시 남구 방림로 10 (방림동)","062-673-4047",
"다솜동물병원","광주광역시 남구 독립로 91 (월산동)",
"희망동물병원","광주광역시 남구 천변좌로 394 (사동)","062-671-8288",
"중앙동물병원","광주광역시 남구 천변좌로 358 (구동)",
"봉선동물병원","광주광역시 남구 봉선중앙로 94 (봉선동)",
"서현동물병원","광주광역시 남구 천변좌로 370 (구동)","062-671-7087",
"수동물병원","광주광역시 남구 서문대로 791-1 (주월동)","653-1175",
"고려동물병원","광주광역시 남구 용대로 154-2 (방림동)",
"진월24동물병원","광주광역시 남구 서문대로 683 (진월동)",
"이수동물병원","광주광역시 북구 설죽로 298 (오치동)","251-7582",
"가야동물병원","광주광역시 북구 동문대로 131 (우산동)","251-8597",
"해맑은동물병원","광주광역시 북구 하서로 415 (용두동)","571-7582",
"나래동물병원","광주광역시 북구 북문대로 113 (운암동,영일빌딩 106호)","529-5582",
"종로동물병원","광주광역시 북구 북문대로 154 (운암동)","523-7979",
"코아동물병원","광주광역시 북구 서하로 364 (문흥동)","401-5323",
"일곡동물병원","광주광역시 북구 양일로305번길 8 (일곡동)","571-9114",
"엔젤동물병원","광주광역시 북구 삼정로 95 (두암동)","251-1255",
"광주광역시 우치동물원 동물병원","광주광역시 북구 우치로 677, 1층 (생용동, 우치공원관리사무소)","613-5890",
"우노동물병원","광주광역시 북구 첨단연신로91번길 44 (신용동)","062-576-7093",
"우리동물병원","광주광역시 북구 태봉로 37-6 (임동)",
"공감동물병원","서울특별시 강서구 마곡중앙로 36, 상가동 103호 (마곡동, 마곡엠밸리15단지)","2666-0829",
"노아동물병원","광주광역시 남구 대남대로 407 (월산동)","062-363-4860",
"최광호동물병원","광주광역시 남구 방림로 10 (방림동)","062-673-4047",
"다솜동물병원","광주광역시 남구 독립로 91 (월산동)",
"희망동물병원","광주광역시 남구 천변좌로 394 (사동)","062-671-8288",
"중앙동물병원","광주광역시 남구 천변좌로 358 (구동)",
"봉선동물병원","광주광역시 남구 봉선중앙로 94 (봉선동)",
"서현동물병원","광주광역시 남구 천변좌로 370 (구동)","062-671-7087",
"수동물병원","광주광역시 남구 서문대로 791-1 (주월동)","653-1175",
"고려동물병원","광주광역시 남구 용대로 154-2 (방림동)",
"진월24동물병원","광주광역시 남구 서문대로 683 (진월동)",
"광주축산농협동물병원","광주광역시 남구 서문대로473번길 16 (송하동)","062-671-0061",
"광주동물병원","광주광역시 남구 서문대로 403-1 (송하동)",
"센트럴동물병원","광주광역시 남구 봉선로 198 (봉선동, 이마트)","682-7553",
"그린동물병원","광주광역시 남구 대남대로 309-1 (월산동)","062-352-0101",
"늘푸른 동물병원","광주광역시 남구 봉선로 115, B동 103호 (봉선동,남양휴튼)",
"전일에프엠동물병원","광주광역시 남구 서문대로 473 (송하동)","674-0056",
"나음동물병원","제주특별자치도 제주시 연북로 18, 지하1층층 102호 (노형동, 노형이타스2)","064-747-7585",
"분당필동물병원","경기도 성남시 분당구 금곡로15번길 1 (구미동)","031-718-7575",
"광주광역시 우치동물원 동물병원","광주광역시 북구 우치로 677, 1층 (생용동, 우치공원관리사무소)","613-5890",
"우노동물병원","광주광역시 북구 첨단연신로91번길 44 (신용동)","062-576-7093",
"우리동물병원","광주광역시 북구 태봉로 37-6 (임동)",
"공감동물병원","서울특별시 강서구 마곡중앙로 36, 상가동 103호 (마곡동, 마곡엠밸리15단지)","2666-0829",
"노아동물병원","광주광역시 남구 대남대로 407 (월산동)","062-363-4860",
"최광호동물병원","광주광역시 남구 방림로 10 (방림동)","062-673-4047",
"다솜동물병원","광주광역시 남구 독립로 91 (월산동)",
"희망동물병원","광주광역시 남구 천변좌로 394 (사동)","062-671-8288",
"중앙동물병원","광주광역시 남구 천변좌로 358 (구동)",
"봉선동물병원","광주광역시 남구 봉선중앙로 94 (봉선동)",
"서현동물병원","광주광역시 남구 천변좌로 370 (구동)","062-671-7087",
"수동물병원","광주광역시 남구 서문대로 791-1 (주월동)","653-1175",
"고려동물병원","광주광역시 남구 용대로 154-2 (방림동)",
"진월24동물병원","광주광역시 남구 서문대로 683 (진월동)",
"광주축산농협동물병원","광주광역시 남구 서문대로473번길 16 (송하동)","062-671-0061",
"광주동물병원","광주광역시 남구 서문대로 403-1 (송하동)",
"센트럴동물병원","광주광역시 남구 봉선로 198 (봉선동, 이마트)","682-7553",
"그린동물병원","광주광역시 남구 대남대로 309-1 (월산동)","062-352-0101",
"늘푸른 동물병원","광주광역시 남구 봉선로 115, B동 103호 (봉선동,남양휴튼)",
"전일에프엠동물병원","광주광역시 남구 서문대로 473 (송하동)","674-0056",
"나음동물병원","제주특별자치도 제주시 연북로 18, 지하1층층 102호 (노형동, 노형이타스2)","064-747-7585",
"분당필동물병원","경기도 성남시 분당구 금곡로15번길 1 (구미동)","031-718-7575",
"나은동물병원","경기도 파주시 새꽃로 207 (아동동, 나은동물병원)","031-944-8288",
"에버그린 펫 클리닉","전라북도 익산시 동서로63길 4 (어양동, 하모니시티)","063-834-7553",
"정담 동물병원","대전광역시 서구 신갈마로 274, 1층 (갈마동, 영우빌딩)",
"한솔 동물병원","인천광역시 계양구 경명대로 1109 (계산동)","553-4652,010-4907-29",
"박지호 동물병원","울산광역시 울주군 삼남면 하방로 27",
"서천가축병원","충청남도 서천군 서천읍 서천로14번길 25","9530460",
"서해동물병원","충청남도 서천군 서천읍 충절로49번길 26",
"장동호동물병원","","9537599",
"중앙동물병원","광주광역시 남구 천변좌로 358 (구동)",
"봉선동물병원","광주광역시 남구 봉선중앙로 94 (봉선동)",
"서현동물병원","광주광역시 남구 천변좌로 370 (구동)","062-671-7087",
"수동물병원","광주광역시 남구 서문대로 791-1 (주월동)","653-1175",
"고려동물병원","광주광역시 남구 용대로 154-2 (방림동)",
"진월24동물병원","광주광역시 남구 서문대로 683 (진월동)",
"광주축산농협동물병원","광주광역시 남구 서문대로473번길 16 (송하동)","062-671-0061",
"광주동물병원","광주광역시 남구 서문대로 403-1 (송하동)",
"센트럴동물병원","광주광역시 남구 봉선로 198 (봉선동, 이마트)","682-7553",
"그린동물병원","광주광역시 남구 대남대로 309-1 (월산동)","062-352-0101",
"늘푸른 동물병원","광주광역시 남구 봉선로 115, B동 103호 (봉선동,남양휴튼)",
"전일에프엠동물병원","광주광역시 남구 서문대로 473 (송하동)","674-0056",
"나음동물병원","제주특별자치도 제주시 연북로 18, 지하1층층 102호 (노형동, 노형이타스2)","064-747-7585",
"분당필동물병원","경기도 성남시 분당구 금곡로15번길 1 (구미동)","031-718-7575",
"나은동물병원","경기도 파주시 새꽃로 207 (아동동, 나은동물병원)","031-944-8288",
"에버그린 펫 클리닉","전라북도 익산시 동서로63길 4 (어양동, 하모니시티)","063-834-7553",
"정담 동물병원","대전광역시 서구 신갈마로 274, 1층 (갈마동, 영우빌딩)",
"한솔 동물병원","인천광역시 계양구 경명대로 1109 (계산동)","553-4652,010-4907-29",
"박지호 동물병원","울산광역시 울주군 삼남면 하방로 27",
"서천가축병원","충청남도 서천군 서천읍 서천로14번길 25","9530460",
"서해동물병원","충청남도 서천군 서천읍 충절로49번길 26",
"장동호동물병원","","9537599",
"최가축병원","","041-951-1616",
"국립생태원동물병원","충청남도 서천군 마서면 금강로 1210","041-950-5875",
"현대동물병원","전라남도 강진군 강진읍 영랑로 22",
"강진동물약품병원","전라남도 강진군 강진읍 보은로4길 6",
"협동동물병원","전라남도 강진군 강진읍 영랑로 30",
"백제동물병원","전라남도 강진군 강진읍 동성로 22",
"다산동물병원","전라남도 강진군 강진읍 보은로 66",
"강진완도축협동물병원",
"센트럴동물병원","광주광역시 남구 봉선로 198 (봉선동, 이마트)","682-7553",
"그린동물병원","광주광역시 남구 대남대로 309-1 (월산동)","062-352-0101",
"늘푸른 동물병원","광주광역시 남구 봉선로 115, B동 103호 (봉선동,남양휴튼)",
"전일에프엠동물병원","광주광역시 남구 서문대로 473 (송하동)","674-0056",
"나음동물병원","제주특별자치도 제주시 연북로 18, 지하1층층 102호 (노형동, 노형이타스2)","064-747-7585",
"분당필동물병원","경기도 성남시 분당구 금곡로15번길 1 (구미동)","031-718-7575",
"나은동물병원","경기도 파주시 새꽃로 207 (아동동, 나은동물병원)","031-944-8288",
"에버그린 펫 클리닉","전라북도 익산시 동서로63길 4 (어양동, 하모니시티)","063-834-7553",
"정담 동물병원","대전광역시 서구 신갈마로 274, 1층 (갈마동, 영우빌딩)",
"한솔 동물병원","인천광역시 계양구 경명대로 1109 (계산동)","553-4652,010-4907-29",
"박지호 동물병원","울산광역시 울주군 삼남면 하방로 27",
"서천가축병원","충청남도 서천군 서천읍 서천로14번길 25","9530460",
"서해동물병원","충청남도 서천군 서천읍 충절로49번길 26",
"장동호동물병원","","9537599",
"최가축병원","","041-951-1616",
"국립생태원동물병원","충청남도 서천군 마서면 금강로 1210","041-950-5875",
"현대동물병원","전라남도 강진군 강진읍 영랑로 22",
"강진동물약품병원","전라남도 강진군 강진읍 보은로4길 6",
"협동동물병원","전라남도 강진군 강진읍 영랑로 30",
"백제동물병원","전라남도 강진군 강진읍 동성로 22",
"다산동물병원","전라남도 강진군 강진읍 보은로 66",
"강진완도축협동물병원",
"대영동물병원","전라남도 완도군 완도읍 중앙길 8","554-0292",
"고령가축병원","경상북도 고령군 고령읍 중앙로 11","954-2668",
"성산가축병원","경상북도 고령군 개진면 성산로 942-9",
"진흥동물병원","경상북도 고령군 고령읍 왕릉로 75",
"정수의과병원","경상북도 고령군 대가야읍 우륵로 62",
"대가야동물병원","경상북도 고령군 고령읍 왕릉로 66",
"라파동물병원","경상북도 고령군 대가야읍 쾌빈3길 2","054-955-0058",
"고령성주축협동물병원","경상북도 고령군 고령읍 벽화길 41-8","054-954-0723",
"정담 동물병원","대전광역시 서구 신갈마로 274, 1층 (갈마동, 영우빌딩)",
"한솔 동물병원","인천광역시 계양구 경명대로 1109 (계산동)","553-4652,010-4907-29",
"박지호 동물병원","울산광역시 울주군 삼남면 하방로 27",
"서천가축병원","충청남도 서천군 서천읍 서천로14번길 25","9530460",
"서해동물병원","충청남도 서천군 서천읍 충절로49번길 26",
"장동호동물병원","","9537599",
"최가축병원","","041-951-1616",
"국립생태원동물병원","충청남도 서천군 마서면 금강로 1210","041-950-5875",
"현대동물병원","전라남도 강진군 강진읍 영랑로 22",
"강진동물약품병원","전라남도 강진군 강진읍 보은로4길 6",
"협동동물병원","전라남도 강진군 강진읍 영랑로 30",
"백제동물병원","전라남도 강진군 강진읍 동성로 22",
"다산동물병원","전라남도 강진군 강진읍 보은로 66",
"강진완도축협동물병원",
"대영동물병원","전라남도 완도군 완도읍 중앙길 8","554-0292",
"고령가축병원","경상북도 고령군 고령읍 중앙로 11","954-2668",
"성산가축병원","경상북도 고령군 개진면 성산로 942-9",
"진흥동물병원","경상북도 고령군 고령읍 왕릉로 75",
"정수의과병원","경상북도 고령군 대가야읍 우륵로 62",
"대가야동물병원","경상북도 고령군 고령읍 왕릉로 66",
"라파동물병원","경상북도 고령군 대가야읍 쾌빈3길 2","054-955-0058",
"고령성주축협동물병원","경상북도 고령군 고령읍 벽화길 41-8","054-954-0723",
"사랑동물병원","경상북도 고령군 고령읍 대가야로 1533","591-8140",
"한림산업동물병원","경상북도 고령군 고령읍 고헌1길 16-15",
"제일가축병원","경상북도 칠곡군 왜관읍 2번도로길 121",
"다솜동물병원","경상북도 칠곡군 왜관읍 중앙로 136","977-8575",
"미래동물병원","경상북도 칠곡군 왜관읍 2번도로길 61","971-8987",
"임프로동물병원","경상북도 칠곡군 가산면 경북대로 1775-5","976-3121,01064966106",
"석적동물병원","경상북도 칠곡군 석적읍 북중리3길 45","054-972-8275,010-994",
"왜관동물병원","경상북도 칠곡군 왜관읍 2번도로길 77-4","054-977-7365",
"현대동물병원","전라남도 강진군 강진읍 영랑로 22",
"강진동물약품병원","전라남도 강진군 강진읍 보은로4길 6",
"협동동물병원","전라남도 강진군 강진읍 영랑로 30",
"백제동물병원","전라남도 강진군 강진읍 동성로 22",
"다산동물병원","전라남도 강진군 강진읍 보은로 66",
"강진완도축협동물병원",
"대영동물병원","전라남도 완도군 완도읍 중앙길 8","554-0292",
"고령가축병원","경상북도 고령군 고령읍 중앙로 11","954-2668",
"성산가축병원","경상북도 고령군 개진면 성산로 942-9",
"진흥동물병원","경상북도 고령군 고령읍 왕릉로 75",
"정수의과병원","경상북도 고령군 대가야읍 우륵로 62",
"대가야동물병원","경상북도 고령군 고령읍 왕릉로 66",
"라파동물병원","경상북도 고령군 대가야읍 쾌빈3길 2","054-955-0058",
"고령성주축협동물병원","경상북도 고령군 고령읍 벽화길 41-8","054-954-0723",
"사랑동물병원","경상북도 고령군 고령읍 대가야로 1533","591-8140",
"한림산업동물병원","경상북도 고령군 고령읍 고헌1길 16-15",
"제일가축병원","경상북도 칠곡군 왜관읍 2번도로길 121",
"다솜동물병원","경상북도 칠곡군 왜관읍 중앙로 136","977-8575",
"미래동물병원","경상북도 칠곡군 왜관읍 2번도로길 61","971-8987",
"임프로동물병원","경상북도 칠곡군 가산면 경북대로 1775-5","976-3121,01064966106",
"석적동물병원","경상북도 칠곡군 석적읍 북중리3길 45","054-972-8275,010-994",
"왜관동물병원","경상북도 칠곡군 왜관읍 2번도로길 77-4","054-977-7365",
"신안동물병원","전라남도 신안군 압해읍 천사로 901, 3동 302호","061-271-6014",
"롯데동물병원","서울특별시 노원구 동일로207길 17, 118호 (중계동, 시영1단지B상가 )","973-5959",
"25시동물병원","서울특별시 노원구 한글비석로8길 16, 102호 (중계동, 대림벽산상가)","935-0075",
"은빛동물병원","서울특별시 노원구 동일로 1649 (상계동, 윤일빌딩)",
"은마로동물병원","서울특별시 노원구 덕릉로 665-1 (중계동, 성보빌딩)","931-1575",
"그린동물병원","서울특별시 노원구 노원로 540 (상계동, 상계주공아파트 9단지상가)",
"고려동물병원","서울특별시 노원구 덕릉로 738 (상계동, 정진145빌딩)","3391-0075",
"미래동물병원","서울특별시 노원구 공릉로 168 (공릉동)","949-5975",
"성산가축병원","경상북도 고령군 개진면 성산로 942-9",
"진흥동물병원","경상북도 고령군 고령읍 왕릉로 75",
"정수의과병원","경상북도 고령군 대가야읍 우륵로 62",
"대가야동물병원","경상북도 고령군 고령읍 왕릉로 66",
"라파동물병원","경상북도 고령군 대가야읍 쾌빈3길 2","054-955-0058",
"고령성주축협동물병원","경상북도 고령군 고령읍 벽화길 41-8","054-954-0723",
"사랑동물병원","경상북도 고령군 고령읍 대가야로 1533","591-8140",
"한림산업동물병원","경상북도 고령군 고령읍 고헌1길 16-15",
"제일가축병원","경상북도 칠곡군 왜관읍 2번도로길 121",
"다솜동물병원","경상북도 칠곡군 왜관읍 중앙로 136","977-8575",
"미래동물병원","경상북도 칠곡군 왜관읍 2번도로길 61","971-8987",
"임프로동물병원","경상북도 칠곡군 가산면 경북대로 1775-5","976-3121,01064966106",
"석적동물병원","경상북도 칠곡군 석적읍 북중리3길 45","054-972-8275,010-994",
"왜관동물병원","경상북도 칠곡군 왜관읍 2번도로길 77-4","054-977-7365",
"신안동물병원","전라남도 신안군 압해읍 천사로 901, 3동 302호","061-271-6014",
"롯데동물병원","서울특별시 노원구 동일로207길 17, 118호 (중계동, 시영1단지B상가 )","973-5959",
"25시동물병원","서울특별시 노원구 한글비석로8길 16, 102호 (중계동, 대림벽산상가)","935-0075",
"은빛동물병원","서울특별시 노원구 동일로 1649 (상계동, 윤일빌딩)",
"은마로동물병원","서울특별시 노원구 덕릉로 665-1 (중계동, 성보빌딩)","931-1575",
"그린동물병원","서울특별시 노원구 노원로 540 (상계동, 상계주공아파트 9단지상가)",
"고려동물병원","서울특별시 노원구 덕릉로 738 (상계동, 정진145빌딩)","3391-0075",
"미래동물병원","서울특별시 노원구 공릉로 168 (공릉동)","949-5975",
"우리들동물종합병원","서울특별시 노원구 동일로 1280, 116호 (중계동, 시영2단지상가)","979-8275",
"당고개동물병원","서울특별시 노원구 덕릉로 810-1 (상계동)",
"참사랑동물병원","서울특별시 노원구 한글비석로 272, 101호 (중계동, 중원코아빌딩)",
"참동물병원","서울특별시 노원구 동일로 1530 (상계동, 다모아빌딩)","952-0089",
"한강동물병원","서울특별시 노원구 노원로34길 76 (상계동)","935-7588",
"러브펫동물병원","서울특별시 노원구 동일로204가길 12 (중계동)","972-6543",
"스누피동물병원","서울특별시 노원구 동일로192길 87 (공릉동)","971-7511",
"시마동물병원","서울특별시 노원구 동일로 1356, 211호 (상계동, 주공4단지상가)","908-7585",
"제일가축병원","경상북도 칠곡군 왜관읍 2번도로길 121",
"다솜동물병원","경상북도 칠곡군 왜관읍 중앙로 136","977-8575",
"미래동물병원","경상북도 칠곡군 왜관읍 2번도로길 61","971-8987",
"임프로동물병원","경상북도 칠곡군 가산면 경북대로 1775-5","976-3121,01064966106",
"석적동물병원","경상북도 칠곡군 석적읍 북중리3길 45","054-972-8275,010-994",
"왜관동물병원","경상북도 칠곡군 왜관읍 2번도로길 77-4","054-977-7365",
"신안동물병원","전라남도 신안군 압해읍 천사로 901, 3동 302호","061-271-6014",
"롯데동물병원","서울특별시 노원구 동일로207길 17, 118호 (중계동, 시영1단지B상가 )","973-5959",
"25시동물병원","서울특별시 노원구 한글비석로8길 16, 102호 (중계동, 대림벽산상가)","935-0075",
"은빛동물병원","서울특별시 노원구 동일로 1649 (상계동, 윤일빌딩)",
"은마로동물병원","서울특별시 노원구 덕릉로 665-1 (중계동, 성보빌딩)","931-1575",
"그린동물병원","서울특별시 노원구 노원로 540 (상계동, 상계주공아파트 9단지상가)",
"고려동물병원","서울특별시 노원구 덕릉로 738 (상계동, 정진145빌딩)","3391-0075",
"미래동물병원","서울특별시 노원구 공릉로 168 (공릉동)","949-5975",
"우리들동물종합병원","서울특별시 노원구 동일로 1280, 116호 (중계동, 시영2단지상가)","979-8275",
"당고개동물병원","서울특별시 노원구 덕릉로 810-1 (상계동)",
"참사랑동물병원","서울특별시 노원구 한글비석로 272, 101호 (중계동, 중원코아빌딩)",
"참동물병원","서울특별시 노원구 동일로 1530 (상계동, 다모아빌딩)","952-0089",
"한강동물병원","서울특별시 노원구 노원로34길 76 (상계동)","935-7588",
"러브펫동물병원","서울특별시 노원구 동일로204가길 12 (중계동)","972-6543",
"스누피동물병원","서울특별시 노원구 동일로192길 87 (공릉동)","971-7511",
"시마동물병원","서울특별시 노원구 동일로 1356, 211호 (상계동, 주공4단지상가)","908-7585",
"수 동물병원","서울특별시 노원구 동일로 1689 (상계동, 하이베라스)","930-7975",
"LK 동물병원","서울특별시 노원구 중계로 233, 133호 (중계동, 청구3차 상가동 )","952-6426",
"브라운동물병원","서울특별시 노원구 동일로203가길 29 (중계동, 브라운스톤중계)","6224-3858",
"수락 동물병원","서울특별시 노원구 동일로 1622 (상계동, 유성상가)","937-9724",
"화랑동물병원","서울특별시 노원구 화랑로 473 (공릉동)","949-7512",
"유림동물병원","서울특별시 노원구 월계로45길 28 (월계동, 월계아파트형공장)","900-7710",
"우솔동물병원","서울특별시 노원구 화랑로 349 (월계동)","973-7588",
"(주)한빛종합동물병원","서울특별시 노원구 동일로 1370 (상계동)","951-7582",
"25시동물병원","서울특별시 노원구 한글비석로8길 16, 102호 (중계동, 대림벽산상가)","935-0075",
"은빛동물병원","서울특별시 노원구 동일로 1649 (상계동, 윤일빌딩)",
"은마로동물병원","서울특별시 노원구 덕릉로 665-1 (중계동, 성보빌딩)","931-1575",
"그린동물병원","서울특별시 노원구 노원로 540 (상계동, 상계주공아파트 9단지상가)",
"고려동물병원","서울특별시 노원구 덕릉로 738 (상계동, 정진145빌딩)","3391-0075",
"미래동물병원","서울특별시 노원구 공릉로 168 (공릉동)","949-5975",
"우리들동물종합병원","서울특별시 노원구 동일로 1280, 116호 (중계동, 시영2단지상가)","979-8275",
"당고개동물병원","서울특별시 노원구 덕릉로 810-1 (상계동)",
"참사랑동물병원","서울특별시 노원구 한글비석로 272, 101호 (중계동, 중원코아빌딩)",
"참동물병원","서울특별시 노원구 동일로 1530 (상계동, 다모아빌딩)","952-0089",
"한강동물병원","서울특별시 노원구 노원로34길 76 (상계동)","935-7588",
"러브펫동물병원","서울특별시 노원구 동일로204가길 12 (중계동)","972-6543",
"스누피동물병원","서울특별시 노원구 동일로192길 87 (공릉동)","971-7511",
"시마동물병원","서울특별시 노원구 동일로 1356, 211호 (상계동, 주공4단지상가)","908-7585",
"수 동물병원","서울특별시 노원구 동일로 1689 (상계동, 하이베라스)","930-7975",
"LK 동물병원","서울특별시 노원구 중계로 233, 133호 (중계동, 청구3차 상가동 )","952-6426",
"브라운동물병원","서울특별시 노원구 동일로203가길 29 (중계동, 브라운스톤중계)","6224-3858",
"수락 동물병원","서울특별시 노원구 동일로 1622 (상계동, 유성상가)","937-9724",
"화랑동물병원","서울특별시 노원구 화랑로 473 (공릉동)","949-7512",
"유림동물병원","서울특별시 노원구 월계로45길 28 (월계동, 월계아파트형공장)","900-7710",
"우솔동물병원","서울특별시 노원구 화랑로 349 (월계동)","973-7588",
"(주)한빛종합동물병원","서울특별시 노원구 동일로 1370 (상계동)","951-7582",
"쿨펫동물병원","서울특별시 노원구 섬밭로 258 (중계동, 건영옴니백화점)","978-4775",
"로얄벳 동물병원",
"이앤박동물병원","서울특별시 노원구 한글비석로52길 18 (상계동)","939-6898",
"아란종합동물병원","서울특별시 노원구 월계로 333 (월계동)","905-7588",
"스마일플러스동물병원","서울특별시 노원구 동일로 1051 (공릉동, 영운빌딩 1층)","976-7582",
"중계이오동물병원","서울특별시 노원구 한글비석로 245 (중계동, 두타빌 A동 111,112호)","939-7579",
"펫가든","서울특별시 노원구 노원로 330 (중계동)","951-7707",
"엔젤동물병원","서울특별시 노원구 동일로 1104 (공릉동)","977-0275",
"참사랑동물병원","서울특별시 노원구 한글비석로 272, 101호 (중계동, 중원코아빌딩)",
"참동물병원","서울특별시 노원구 동일로 1530 (상계동, 다모아빌딩)","952-0089",
"한강동물병원","서울특별시 노원구 노원로34길 76 (상계동)","935-7588",
"러브펫동물병원","서울특별시 노원구 동일로204가길 12 (중계동)","972-6543",
"스누피동물병원","서울특별시 노원구 동일로192길 87 (공릉동)","971-7511",
"시마동물병원","서울특별시 노원구 동일로 1356, 211호 (상계동, 주공4단지상가)","908-7585",
"수 동물병원","서울특별시 노원구 동일로 1689 (상계동, 하이베라스)","930-7975",
"LK 동물병원","서울특별시 노원구 중계로 233, 133호 (중계동, 청구3차 상가동 )","952-6426",
"브라운동물병원","서울특별시 노원구 동일로203가길 29 (중계동, 브라운스톤중계)","6224-3858",
"수락 동물병원","서울특별시 노원구 동일로 1622 (상계동, 유성상가)","937-9724",
"화랑동물병원","서울특별시 노원구 화랑로 473 (공릉동)","949-7512",
"유림동물병원","서울특별시 노원구 월계로45길 28 (월계동, 월계아파트형공장)","900-7710",
"우솔동물병원","서울특별시 노원구 화랑로 349 (월계동)","973-7588",
"(주)한빛종합동물병원","서울특별시 노원구 동일로 1370 (상계동)","951-7582",
"쿨펫동물병원","서울특별시 노원구 섬밭로 258 (중계동, 건영옴니백화점)","978-4775",
"로얄벳 동물병원",
"이앤박동물병원","서울특별시 노원구 한글비석로52길 18 (상계동)","939-6898",
"아란종합동물병원","서울특별시 노원구 월계로 333 (월계동)","905-7588",
"스마일플러스동물병원","서울특별시 노원구 동일로 1051 (공릉동, 영운빌딩 1층)","976-7582",
"중계이오동물병원","서울특별시 노원구 한글비석로 245 (중계동, 두타빌 A동 111,112호)","939-7579",
"펫가든","서울특별시 노원구 노원로 330 (중계동)","951-7707",
"엔젤동물병원","서울특별시 노원구 동일로 1104 (공릉동)","977-0275",
"주식회사 노원24시동물의료센터","서울특별시 노원구 노원로 456 (상계동)","919-0075",
"웰리스동물병원(월계점)","서울특별시 노원구 마들로3길 15, 2층 (월계동, 이마트 )","949-0975",
"KRA 부산동물병원","부산광역시 강서구 가락대로 929 (범방동)","051-901-7434",
"서원 동물병원","부산광역시 강서구 가락대로 929 (범방동)","051-901-7482",
"명지종합동물병원","부산광역시 강서구 명지오션시티11로 74 (명지동,명지오션타워 204)","051)271-8889",
"명지오션시티동물병원","부산광역시 강서구 명지오션시티11로 66 (명지동)","051)333-4714",
"스마일동물병원","부산광역시 강서구 가락대로 929 (범방동)","0519017384",
"중앙동물병원","충청남도 청양군 청양읍 칠갑산로6길 22","041-942-2326",
"브라운동물병원","서울특별시 노원구 동일로203가길 29 (중계동, 브라운스톤중계)","6224-3858",
"수락 동물병원","서울특별시 노원구 동일로 1622 (상계동, 유성상가)","937-9724",
"화랑동물병원","서울특별시 노원구 화랑로 473 (공릉동)","949-7512",
"유림동물병원","서울특별시 노원구 월계로45길 28 (월계동, 월계아파트형공장)","900-7710",
"우솔동물병원","서울특별시 노원구 화랑로 349 (월계동)","973-7588",
"(주)한빛종합동물병원","서울특별시 노원구 동일로 1370 (상계동)","951-7582",
"쿨펫동물병원","서울특별시 노원구 섬밭로 258 (중계동, 건영옴니백화점)","978-4775",
"로얄벳 동물병원",
"이앤박동물병원","서울특별시 노원구 한글비석로52길 18 (상계동)","939-6898",
"아란종합동물병원","서울특별시 노원구 월계로 333 (월계동)","905-7588",
"스마일플러스동물병원","서울특별시 노원구 동일로 1051 (공릉동, 영운빌딩 1층)","976-7582",
"중계이오동물병원","서울특별시 노원구 한글비석로 245 (중계동, 두타빌 A동 111,112호)","939-7579",
"펫가든","서울특별시 노원구 노원로 330 (중계동)","951-7707",
"엔젤동물병원","서울특별시 노원구 동일로 1104 (공릉동)","977-0275",
"주식회사 노원24시동물의료센터","서울특별시 노원구 노원로 456 (상계동)","919-0075",
"웰리스동물병원(월계점)","서울특별시 노원구 마들로3길 15, 2층 (월계동, 이마트 )","949-0975",
"KRA 부산동물병원","부산광역시 강서구 가락대로 929 (범방동)","051-901-7434",
"서원 동물병원","부산광역시 강서구 가락대로 929 (범방동)","051-901-7482",
"명지종합동물병원","부산광역시 강서구 명지오션시티11로 74 (명지동,명지오션타워 204)","051)271-8889",
"명지오션시티동물병원","부산광역시 강서구 명지오션시티11로 66 (명지동)","051)333-4714",
"스마일동물병원","부산광역시 강서구 가락대로 929 (범방동)","0519017384",
"중앙동물병원","충청남도 청양군 청양읍 칠갑산로6길 22","041-942-2326",
"정산가축병원","충청남도 청양군 정산면 칠갑산로 1912",
"종합동물병원","충청남도 청양군 청양읍 칠갑산로 256",
